,precision,recall,f1-score,support
unknown,0.9980781550288277,0.9961636828644501,0.99712,1564.0
yes_drone,0.9693877551020408,0.9844559585492227,0.9768637532133676,193.0
accuracy,0.9948776323278316,0.9948776323278316,0.9948776323278316,0.9948776323278316
macro avg,0.9837329550654342,0.9903098207068364,0.9869918766066839,1757.0
weighted avg,0.9949266199201938,0.9948776323278316,0.9948949256517814,1757.0
